work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W01135,MP010,Bihar,Gaya,IA049,Road Construction (per km),3279675.59,Completed,0.24941685192150376,,0.0,,0.0,,0.0,,0.08625885168924602,,0.0,,0.0,,0,21.2,Low,0.0,On Track,
W00383,MP039,Bihar,Gaya,IA049,Health Sub-Centre Upgrade,1434404.3,Completed,0.24970241886023511,,0.0,,0.0,,0.0,,0.07288026336830437,,0.0,,0.0,,0,21.2,Low,0.0,On Track,
W00262,MP013,Uttar Pradesh,Gorakhpur,IA046,Street Lighting (per 50 units),2637094.87,Completed,0.24968159151365307,,0.0,,0.0,,0.0,,0.07871773558698007,,0.0,,0.0,,0,21.2,Low,0.0,On Track,
W01259,MP005,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),2242873.55,Completed,0.24921713535164916,,0.0,,0.0,,0.0,,0.0757426218342118,,0.0,,0.0,,0,21.2,Low,0.0,On Track,
W01325,MP003,Bihar,Patna,IA023,Drinking Water Facility,2725181.3,Completed,0.24882365993480793,,0.0,,0.0,,0.0,,0.04451990006846327,,0.0,,0.0,,0,21.2,Low,0.0,On Track,
W01378,MP028,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,1016281.24,Completed,0.247741480373131,,0.0,,0.0,,0.0,,0.026290841535943868,,0.0,,0.0,,0,21.1,Low,0.0,On Track,
W00890,MP017,Uttar Pradesh,Gorakhpur,IA026,Road Construction (per km),1587983.87,Completed,0.24806730648417286,,0.0,,0.0,,0.0,,0.02565919040096379,,0.0,,0.0,,0,21.1,Low,0.0,On Track,
W00442,MP029,Bihar,Patna,IA023,Public Toilet Complex,602431.24,Completed,0.24850890769528813,,0.0,,0.0,,0.0,,0.025316870745617545,,0.0,,0.0,,0,21.1,Low,0.0,On Track,
W00394,MP035,West Bengal,Malda,IA041,Health Sub-Centre Upgrade,1488624.18,In Progress,0.24597762138303428,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,20.9,Low,0.0,On Track,
W00141,MP010,Bihar,Gaya,IA049,Health Sub-Centre Upgrade,1735736.84,Completed,0.24555653171895334,,0.0,,0.0,,0.0,,0.06152809488326949,,0.0,,0.0,,0,20.9,Low,0.0,On Track,
W01199,MP023,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),5361481.14,In Progress,0.24644262309488726,,0.0,,0.0,,1.0,"sanctioned 546 days ago but expected duration was only 270 days (2.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,20.9,Low,100.0,Severely Stalled,
W00372,MP016,West Bengal,Howrah,IA009,Drinking Water Facility,1892794.86,Completed,0.2450016693169911,,0.0,,0.0,,0.0,,0.03887562584063996,,0.0,,0.0,,0,20.8,Low,0.0,On Track,
W01095,MP031,Uttar Pradesh,Gorakhpur,IA004,Road Construction (per km),5674400.62,Completed,0.24308917898523053,,0.0,,0.0,,0.0,,0.04361157917592084,,0.0,,0.0,,0,20.7,Low,0.0,On Track,
W01291,MP011,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),2981288.39,Completed,0.24324028179158128,,0.0,,0.0,,0.0,,0.03719266732821527,,0.0,,0.0,,0,20.7,Low,0.0,On Track,
W00103,MP014,Maharashtra,Pune,IA003,Drinking Water Facility,1229108.95,In Progress,0.2440259591580554,,0.0,,0.0,,1.0,"sanctioned 728 days ago but expected duration was only 150 days (4.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,20.7,Low,100.0,Severely Stalled,
W00663,MP002,West Bengal,Howrah,IA013,Street Lighting (per 50 units),660990.61,Completed,0.24335307958172092,,0.0,,0.0,,0.0,,0.006857020476418227,,0.0,,0.0,,0,20.7,Low,0.0,On Track,
W01020,MP034,Uttar Pradesh,Gorakhpur,IA039,Health Sub-Centre Upgrade,1786447.34,Completed,0.24220296370042568,,0.0,,0.0,,0.0,,0.04162970354061298,,0.0,,0.0,,0,20.6,Low,0.0,On Track,
W01029,MP001,West Bengal,Malda,IA030,Drainage / Sewage Line (per km),2565565.41,Completed,0.24289020064836853,,0.0,,0.0,,0.0,,0.07245011497579128,,0.0,,0.0,,0,20.6,Low,0.0,On Track,
W00273,MP001,West Bengal,Malda,IA030,School Building Renovation,2231907.27,Completed,0.2424225951451381,,0.0,,0.0,,0.0,,0.06123341692548833,,0.0,,0.0,,0,20.6,Low,0.0,On Track,
W00249,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1733585.77,Completed,0.24202111310527685,,0.0,,0.0,,0.0,,0.006377237289876486,,0.0,,0.0,,0,20.6,Low,0.0,On Track,
W00282,MP022,Uttar Pradesh,Meerut,IA018,Community Hall,3124321.48,Completed,0.24263487616215948,,0.0,,0.0,,0.0,,0.02616336768686568,,0.0,,0.0,,0,20.6,Low,0.0,On Track,
W01277,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),3011248.65,In Progress,0.24252539745158777,,0.0,,0.0,,1.0,"sanctioned 1163 days ago but expected duration was only 180 days (6.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,20.6,Low,100.0,Severely Stalled,
W00772,MP007,Maharashtra,Nagpur,IA034,Street Lighting (per 50 units),1264046.2,Completed,0.2412746750426309,,0.0,,0.0,,0.0,,0.05260607793634506,,0.0,,0.0,,0,20.5,Low,0.0,On Track,
W00706,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),826436.83,Completed,0.24105724808844473,,0.0,,0.0,,0.0,,0.010750065094814328,,0.0,,0.0,,0,20.5,Low,0.0,On Track,
W00826,MP039,Bihar,Gaya,IA025,Health Sub-Centre Upgrade,1732238.08,Completed,0.2398060999669479,,0.0,,0.0,,0.0,,0.029157240413377857,,0.0,,0.0,,0,20.4,Low,0.0,On Track,
W00489,MP032,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),1121716.61,Completed,0.23980333603850867,,0.0,,0.0,,0.0,,0.04043003926075444,,0.0,,0.0,,0,20.4,Low,0.0,On Track,
W01087,MP014,Maharashtra,Pune,IA003,Street Lighting (per 50 units),1894174.61,Completed,0.24032224966087504,,0.0,,0.0,,0.0,,0.036710472837616394,,0.0,,0.0,,0,20.4,Low,0.0,On Track,
W01365,MP031,Uttar Pradesh,Gorakhpur,IA054,Public Toilet Complex,460891.69,Completed,0.24013698410339168,,0.0,,0.0,,0.0,,0.037436261576175876,,0.0,,0.0,,0,20.4,Low,0.0,On Track,
W00726,MP036,Maharashtra,Nashik,IA027,Street Lighting (per 50 units),1458087.75,Completed,0.23874577640997782,,0.0,,0.0,,0.0,,0.08027351695584216,,0.0,,0.0,,0,20.3,Low,0.0,On Track,
W00707,MP001,West Bengal,Malda,IA021,Street Lighting (per 50 units),1135108.27,Completed,0.23889433872797436,,0.0,,0.0,,0.0,,0.0451466624859988,,0.0,,0.0,,0,20.3,Low,0.0,On Track,
W00639,MP030,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),2059626.03,Completed,0.23872922604837285,,0.0,,0.0,,0.0,,0.0475428441321167,,0.0,,0.0,,0,20.3,Low,0.0,On Track,
W00268,MP033,Uttar Pradesh,Meerut,IA018,Community Hall,3762430.13,Completed,0.23892806154883692,,0.0,,0.0,,0.0,,0.0730454043735901,,0.0,,0.0,,0,20.3,Low,0.0,On Track,
W00517,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),3240882.28,Completed,0.23754288863771192,,0.0,,0.0,,0.0,,0.04946216738696566,,0.0,,0.0,,0,20.2,Low,0.0,On Track,
W00985,MP035,West Bengal,Malda,IA051,Drainage / Sewage Line (per km),638715.7,Completed,0.23723484154976157,,0.0,,0.0,,0.0,,0.06264996321013962,,0.0,,0.0,,0,20.2,Low,0.0,On Track,
W00542,MP020,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,1136865.85,Completed,0.23741556471960015,,0.0,,0.0,,0.0,,0.020518048891148756,,0.0,,0.0,,0,20.2,Low,0.0,On Track,
W01197,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2450173.38,Completed,0.2361169594734843,,0.0,,0.0,,0.0,,0.0242688224375377,,0.0,,0.0,,0,20.1,Low,0.0,On Track,
W01284,MP017,Uttar Pradesh,Gorakhpur,IA052,Community Hall,3758389.69,Completed,0.2358788533049979,,0.0,,0.0,,0.0,,0.03262649922655584,,0.0,,0.0,,0,20.0,Low,0.0,On Track,
W00138,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2913884.51,In Progress,0.2348217911567819,,0.0,,0.0,,1.0,"sanctioned 939 days ago but expected duration was only 180 days (5.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,20.0,Low,100.0,Severely Stalled,
W00269,MP012,Uttar Pradesh,Varanasi,IA057,Drinking Water Facility,2722059.39,Completed,0.23464615506054098,,0.0,,0.0,,0.0,,0.038590369633631376,,0.0,,0.0,,0,19.9,Low,0.0,On Track,
W01202,MP014,Maharashtra,Pune,IA003,School Building Renovation,1729509.07,Completed,0.23421370935764432,,0.0,,0.0,,0.0,,0.025531944094431488,,0.0,,0.0,,0,19.9,Low,0.0,On Track,
W01218,MP004,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),3271390.91,Completed,0.23396065356478316,,0.0,,0.0,,0.0,,0.04550518272215668,,0.0,,0.0,,0,19.9,Low,0.0,On Track,
W01096,MP023,Tamil Nadu,Salem,IA006,Drinking Water Facility,1993090.12,Completed,0.23365563184999447,,0.0,,0.0,,0.0,,0.019874832795242953,,0.0,,0.0,,0,19.9,Low,0.0,On Track,
W00935,MP001,West Bengal,Howrah,IA037,Community Hall,3743176.32,In Progress,0.23401717024101124,,0.0,,0.0,,1.0,"sanctioned 1039 days ago but expected duration was only 240 days (4.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.9,Low,100.0,Severely Stalled,
W00226,MP014,Maharashtra,Pune,IA003,Community Hall,3145489.26,Completed,0.23469990780208982,,0.0,,0.0,,0.0,,0.013475902934307846,,0.0,,0.0,,0,19.9,Low,0.0,On Track,
W00652,MP009,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1060126.16,In Progress,0.23291795658663708,,0.0,,0.0,,1.0,"sanctioned 545 days ago but expected duration was only 90 days (6.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.8,Low,100.0,Severely Stalled,
W00629,MP010,Bihar,Gaya,IA025,School Building Renovation,1364213.6,Completed,0.23270032408541422,,0.0,,0.0,,0.0,,0.03682595027079339,,0.0,,0.0,,0,19.8,Low,0.0,On Track,
W01271,MP002,West Bengal,Malda,IA002,Health Sub-Centre Upgrade,1499892.61,Completed,0.2333112635945697,,0.0,,0.0,,0.0,,0.08639039064743248,,0.0,,0.0,,0,19.8,Low,0.0,On Track,
W00964,MP036,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,1417533.05,Completed,0.23282441254425515,,0.0,,0.0,,0.0,,0.06131029718894502,,0.0,,0.0,,0,19.8,Low,0.0,On Track,
W00978,MP016,West Bengal,Howrah,IA009,Public Toilet Complex,943720.97,In Progress,0.23209304329549718,,0.0,,0.0,,1.0,"sanctioned 943 days ago but expected duration was only 120 days (7.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.7,Low,100.0,Severely Stalled,
W01061,MP011,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1822075.14,Completed,0.2316750164808906,,0.0,,0.0,,0.0,,0.049318526188251145,,0.0,,0.0,,0,19.7,Low,0.0,On Track,
W01094,MP036,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,1418477.73,Completed,0.23140318649476865,,0.0,,0.0,,0.0,,0.05008487506847222,,0.0,,0.0,,0,19.7,Low,0.0,On Track,
W00791,MP013,Uttar Pradesh,Gorakhpur,IA053,Road Construction (per km),6980644.01,In Progress,0.2311064826862441,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.6,Low,100.0,Severely Stalled,
W01258,MP022,Uttar Pradesh,Meerut,IA018,Community Hall,3750740.17,Completed,0.23010597227089966,,0.0,,0.0,,0.0,,0.03739614057502821,,0.0,,0.0,,0,19.6,Low,0.0,On Track,
W01221,MP023,Tamil Nadu,Coimbatore,IA024,Community Hall,3734733.29,In Progress,0.2302117407097982,,0.0,,0.0,,1.0,"sanctioned 960 days ago but expected duration was only 240 days (4.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.6,Low,100.0,Severely Stalled,
W01255,MP006,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2091197.59,Completed,0.22997107913567094,,0.0,,0.0,,0.0,,0.043660340090940025,,0.0,,0.0,,0,19.5,Low,0.0,On Track,
W01387,MP039,Bihar,Gaya,IA042,Drinking Water Facility,799369.31,In Progress,0.22941234844473166,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.5,Low,100.0,Severely Stalled,
W01393,MP010,Bihar,Gaya,IA011,School Building Renovation,1723927.77,Completed,0.22980689281403122,,0.0,,0.0,,0.0,,0.03589239917372621,,0.0,,0.0,,0,19.5,Low,0.0,On Track,
W00242,MP018,Bihar,Gaya,IA049,Health Sub-Centre Upgrade,1446713.42,Completed,0.2294716072334747,,0.0,,0.0,,0.0,,0.020223033774883884,,0.0,,0.0,,0,19.5,Low,0.0,On Track,
W01110,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1726026.02,Completed,0.22959618929306258,,0.0,,0.0,,0.0,,0.03644417938677358,,0.0,,0.0,,0,19.5,Low,0.0,On Track,
W00854,MP011,Bihar,Muzaffarpur,IA032,Road Construction (per km),6676131.9,In Progress,0.22784788148322074,,0.0,,0.0,,1.0,"sanctioned 678 days ago but expected duration was only 270 days (2.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.4,Low,100.0,Severely Stalled,
W00056,MP037,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1757949.99,In Progress,0.22832185686412407,,0.0,,0.0,,1.0,"sanctioned 648 days ago but expected duration was only 150 days (4.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.4,Low,100.0,Severely Stalled,
W01307,MP007,Maharashtra,Nagpur,IA034,Public Toilet Complex,1019866.39,Completed,0.22803231446754788,,0.0,,0.0,,0.0,,0.07302025802624286,,0.0,,0.0,,0,19.4,Low,0.0,On Track,
W00227,MP028,Tamil Nadu,Coimbatore,IA024,Health Sub-Centre Upgrade,1498193.33,Completed,0.2283722610204967,,0.0,,0.0,,0.0,,0.034548464292342575,,0.0,,0.0,,0,19.4,Low,0.0,On Track,
W01345,MP023,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),3581462.94,In Progress,0.22877580740694203,,0.0,,0.0,,1.0,"sanctioned 795 days ago but expected duration was only 270 days (2.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.4,Low,100.0,Severely Stalled,
W01320,MP018,Bihar,Gaya,IA042,School Building Renovation,1891509.43,In Progress,0.22843787806794272,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,19.4,Low,0.0,On Track,
W01321,MP007,Maharashtra,Nagpur,IA001,Health Sub-Centre Upgrade,1724224.34,Completed,0.22857802055333967,,0.0,,0.0,,0.0,,0.03094012985604426,,0.0,,0.0,,0,19.4,Low,0.0,On Track,
W00194,MP024,Maharashtra,Nagpur,IA035,Street Lighting (per 50 units),842699.66,Completed,0.2267299270420544,,0.0,,0.0,,0.0,,0.040430718491691955,,0.0,,0.0,,0,19.3,Low,0.0,On Track,
W00522,MP034,Uttar Pradesh,Gorakhpur,IA060,Road Construction (per km),6574575.78,In Progress,0.22732262410662873,,0.0,,0.0,,1.0,"sanctioned 902 days ago but expected duration was only 270 days (3.3x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.3,Low,100.0,Severely Stalled,
W00216,MP021,West Bengal,Howrah,IA012,Drinking Water Facility,1179157.05,In Progress,0.22714295868228893,,0.0,,0.0,,1.0,"sanctioned 1034 days ago but expected duration was only 150 days (6.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.3,Low,100.0,Severely Stalled,
W00205,MP026,Maharashtra,Nagpur,IA035,Health Sub-Centre Upgrade,1723168.04,Completed,0.22698886753213385,,0.0,,0.0,,0.0,,0.1067253960935441,,0.0,,0.0,,0,19.3,Low,0.0,On Track,
W00095,MP029,Bihar,Patna,IA023,Community Hall,3158547.65,In Progress,0.22546365657211317,,0.0,,0.0,,1.0,"sanctioned 866 days ago but expected duration was only 240 days (3.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.2,Low,100.0,Severely Stalled,
W00548,MP022,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),1689214.99,In Progress,0.2264046064651216,,0.0,,0.0,,1.0,"sanctioned 1101 days ago but expected duration was only 90 days (12.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.2,Low,100.0,Severely Stalled,
W00425,MP018,Bihar,Gaya,IA042,Road Construction (per km),7905369.75,Completed,0.22530311572824366,,0.0,,0.0,,0.0,,0.06661900171291953,,0.0,,0.0,,0,19.2,Low,0.0,On Track,
W01133,MP010,Bihar,Gaya,IA042,Road Construction (per km),4952295.42,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.016682627362990657,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00497,MP037,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),882458.57,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.07101580364499915,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00401,MP012,Uttar Pradesh,Varanasi,IA057,Drinking Water Facility,1755609.49,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.0120258364209105,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00656,MP012,Uttar Pradesh,Varanasi,IA057,Health Sub-Centre Upgrade,1490750.07,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.01663974637921112,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00853,MP033,Uttar Pradesh,Meerut,IA018,School Building Renovation,1239616.52,In Progress,0.22483333333333333,,0.0,,0.0,,1.0,"sanctioned 437 days ago but expected duration was only 200 days (2.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.1,Low,100.0,Severely Stalled,
W00308,MP026,Maharashtra,Nagpur,IA034,Drinking Water Facility,2153705.01,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.04549714722700695,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W01333,MP013,Uttar Pradesh,Gorakhpur,IA052,Public Toilet Complex,545623.52,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.05633250958714605,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00704,MP032,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),1294456.44,Completed,0.2248333333333333,,0.0,,0.0,,0.0,,0.03888412021105019,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00012,MP013,Uttar Pradesh,Gorakhpur,IA054,Street Lighting (per 50 units),2201797.86,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.029428183100644868,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00833,MP018,Bihar,Gaya,IA049,Community Hall,3160404.23,In Progress,0.22420301009455348,,0.0,,0.0,,1.0,"sanctioned 515 days ago but expected duration was only 240 days (2.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.1,Low,100.0,Severely Stalled,
W00005,MP014,Maharashtra,Nashik,IA048,Street Lighting (per 50 units),2201901.02,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.039377845435931084,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00004,MP023,Tamil Nadu,Coimbatore,IA015,Public Toilet Complex,507655.34,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.06369635742352336,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00800,MP003,Bihar,Patna,IA023,Public Toilet Complex,986555.86,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.057174547394662094,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00891,MP023,Tamil Nadu,Coimbatore,IA015,School Building Renovation,1857615.23,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.08283791265325376,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00003,MP026,Maharashtra,Nagpur,IA001,School Building Renovation,1165133.24,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.08039381715711115,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00798,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),2442202.01,Completed,0.22440985107561665,,0.0,,0.0,,0.0,,0.06820607468168854,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00123,MP001,West Bengal,Malda,IA021,Community Hall,3734489.2,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.0482475038757459,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W01292,MP039,Bihar,Gaya,IA042,Health Sub-Centre Upgrade,1449679.79,Completed,0.22459619187597749,,0.0,,0.0,,0.0,,0.07218788295894005,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W01228,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),2667554.97,Completed,0.22525681559105,,0.0,,0.0,,0.0,,0.031106554570835197,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W01229,MP018,Bihar,Gaya,IA049,Drainage / Sewage Line (per km),717543.81,Completed,0.225048720995869,,0.0,,0.0,,0.0,,0.053405286717025956,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W01013,MP026,Maharashtra,Nagpur,IA001,Road Construction (per km),5442666.48,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.02674162605660745,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00232,MP002,West Bengal,Howrah,IA012,Drinking Water Facility,1204693.33,In Progress,0.22483333333333333,,0.0,,0.0,,1.0,"sanctioned 1043 days ago but expected duration was only 150 days (7.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.1,Low,100.0,Severely Stalled,
W01171,MP012,Uttar Pradesh,Varanasi,IA057,Drainage / Sewage Line (per km),560305.53,In Progress,0.22483333333333333,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00635,MP011,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1328012.19,Completed,0.22461794567079763,,0.0,,0.0,,0.0,,0.08170597081903086,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00212,MP007,Maharashtra,Nagpur,IA035,Health Sub-Centre Upgrade,1721735.27,Completed,0.22483333333333333,,0.0,,0.0,,0.0,,0.03662843232818488,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00661,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1449391.22,Completed,0.22507047479068917,,0.0,,0.0,,0.0,,0.026442999558431966,,0.0,,0.0,,0,19.1,Low,0.0,On Track,
W00549,MP017,Uttar Pradesh,Gorakhpur,IA008,Public Toilet Complex,517109.51,In Progress,0.22371197067040158,,0.0,,0.0,,1.0,"sanctioned 628 days ago but expected duration was only 120 days (5.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,19.0,Low,100.0,Severely Stalled,
W00705,MP032,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),1520519.64,Completed,0.22183505893819414,,0.0,,0.0,,0.0,,0.04203850599863549,,0.0,,0.0,,0,18.9,Low,0.0,On Track,
W00041,MP034,Uttar Pradesh,Gorakhpur,IA004,Drainage / Sewage Line (per km),1826571.44,Completed,0.2220978181068214,,0.0,,0.0,,0.0,,0.055430362880896415,,0.0,,0.0,,0,18.9,Low,0.0,On Track,
W00180,MP031,Uttar Pradesh,Gorakhpur,IA060,Road Construction (per km),7815005.28,In Progress,0.22234404256003792,,0.0,,0.0,,1.0,"sanctioned 372 days ago but expected duration was only 270 days (1.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,18.9,Low,100.0,Severely Stalled,
W00991,MP020,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2213626.31,In Progress,0.22255924140449712,,0.0,,0.0,,1.0,"sanctioned 684 days ago but expected duration was only 180 days (3.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,0,18.9,Low,100.0,Severely Stalled,
W00210,MP003,Bihar,Patna,IA023,Community Hall,3163660.09,Completed,0.2219922308981671,,0.0,,0.0,,0.0,,0.021671997076863504,,0.0,,0.0,,0,18.9,Low,0.0,On Track,
W01189,MP018,Bihar,Gaya,IA025,Drinking Water Facility,2763326.8,Completed,0.2213448098025426,,0.0,,0.0,,0.0,,0.004020134915448151,,0.0,,0.0,,0,18.8,Low,0.0,On Track,
W00229,MP032,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),8966242.97,Completed,0.2208908592597246,,0.0,,0.0,,0.0,,0.04812585108521248,,0.0,,0.0,,0,18.8,Low,0.0,On Track,
W00977,MP024,Maharashtra,Nagpur,IA034,Public Toilet Complex,896168.26,Completed,0.22163435219911878,,0.0,,0.0,,0.0,,0.07496778371898233,,0.0,,0.0,,0,18.8,Low,0.0,On Track,
W00766,MP008,West Bengal,Howrah,IA045,Health Sub-Centre Upgrade,1904382.77,In Progress,0.221358738213421,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,18.8,Low,0.0,On Track,
