payment_id,work_id,stage,amount,payment_date,vendor_id
P001106,W00431,1,213117.68,2026-03-14,V090
P001107,W00431,2,159838.26,2026-04-09,V024
P001108,W00431,3,159838.26,2026-05-04,V025
P001109,W00432,1,1126039.1,2026-04-19,V079
P001110,W00432,2,844529.32,2026-06-17,V002
P001111,W00432,3,844529.32,2026-09-04,V082
P001112,W00433,1,4390708.66,2024-05-15,V050
P001113,W00433,2,4390708.66,2024-08-30,V014
P001114,W00434,1,762519.08,2024-10-24,V037
P001115,W00434,2,571889.31,2024-12-16,V008
P001116,W00434,3,571889.31,2025-02-02,V036
P001117,W00435,1,291402.81,2024-09-25,V070
P001118,W00435,2,218552.11,2024-10-31,V049
P001119,W00435,3,218552.11,2024-11-22,V019
P001120,W00436,1,606476.17,2026-05-18,V086
P001121,W00436,2,606476.17,2026-06-26,V008
P001122,W00437,1,290128.41,2025-12-08,V037
P001123,W00437,2,217596.31,2026-01-04,V022
P001124,W00437,3,217596.31,2026-02-11,V071
P001125,W00438,1,768011.38,2024-06-23,V026
P001126,W00438,2,576008.54,2024-10-08,V034
P001127,W00438,3,576008.54,2024-11-24,V072
P001128,W00439,1,1387301.98,2026-06-07,V060
P001129,W00439,2,1040476.49,2026-08-18,V068
P001130,W00440,1,248143.79,2025-06-24,V010
P001131,W00440,2,248143.79,2025-08-13,V047
P001132,W00441,1,709040.77,2025-05-08,V020
P001133,W00441,2,709040.77,2025-08-05,V055
P001134,W00442,1,240972.5,2025-12-19,V069
P001135,W00442,2,180729.37,2026-01-15,V029
P001136,W00442,3,180729.37,2026-02-21,V017
P001137,W00443,1,754332.76,2025-09-14,V033
P001138,W00443,2,565749.57,2025-11-28,V001
P001139,W00443,3,565749.57,2026-01-05,V090
P001140,W00444,1,2082953.18,2025-12-02,V006
P001141,W00444,2,1562214.88,2026-02-21,V045
P001142,W00444,3,1562214.88,2026-05-17,V022
P001143,W00445,1,641664.14,2026-04-23,V061
P001144,W00445,2,481248.1,2026-06-20,V017
P001145,W00446,1,790713.08,2025-06-07,V053
P001146,W00446,2,593034.81,2025-07-07,V007
P001147,W00446,3,593034.81,2025-08-14,V071
P001148,W00447,1,568994.3,2026-03-12,V044
P001149,W00447,2,568994.3,2026-06-26,V040
P001150,W00448,1,724487.32,2026-03-01,V053
P001151,W00448,2,724487.32,2026-04-09,V086
P001152,W00449,1,601183.99,2023-11-19,V015
P001153,W00449,2,601183.99,2024-01-17,V006
P001154,W00450,1,362552.62,2023-09-14,V002
P001155,W00450,2,271914.47,2023-10-21,V082
P001156,W00450,3,271914.47,2023-12-07,V058
P001157,W00451,1,839300.94,2024-04-16,V062
P001158,W00451,2,839300.94,2024-07-18,V063
P001159,W00452,1,520001.82,2025-07-19,V018
P001160,W00452,2,390001.36,2025-08-28,V019
P001161,W00452,3,390001.36,2025-10-25,V085
P001162,W00453,1,572454.69,2025-11-05,V069
P001163,W00453,2,572454.69,2026-01-13,V003
P001164,W00454,1,3045321.85,2024-04-03,V057
P001165,W00454,2,3045321.85,2024-09-06,V042
P001166,W00455,1,1009389.84,2025-06-08,V038
P001167,W00455,2,757042.38,2025-08-28,V087
P001168,W00455,3,757042.38,2025-11-10,V001
P001169,W00456,1,544045.56,2025-01-15,V064
P001170,W00456,2,544045.56,2025-04-01,V001
P001171,W00457,1,461286.0,2025-03-28,V046
P001172,W00457,2,345964.5,2025-05-06,V089
P001173,W00457,3,345964.5,2025-07-18,V035
P001174,W00458,1,698956.81,2026-02-11,V084
P001175,W00458,2,698956.81,2026-04-27,V089
P001176,W00459,1,1179888.73,2025-01-24,V017
P001177,W00459,2,1179888.73,2025-04-06,V076
P001178,W00460,1,1165811.17,2023-11-08,V026
P001179,W00460,2,1165811.17,2024-02-04,V034
P001180,W00461,1,700578.59,2026-01-15,V051
P001181,W00461,2,700578.59,2026-05-06,V003
P001182,W00462,1,668535.55,2024-05-30,V043
P001183,W00462,2,501401.66,2024-07-23,V057
P001184,W00462,3,501401.66,2024-10-15,V024
P001185,W00463,1,376373.14,2024-01-09,V034
P001186,W00463,2,376373.14,2024-02-21,V079
P001187,W00464,1,1412659.45,2024-09-19,V025
P001188,W00464,2,1059494.59,2024-11-07,V078
P001189,W00464,3,1059494.59,2025-01-05,V001
P001190,W00465,1,3077917.94,2024-03-07,V021
P001191,W00465,2,2308438.45,2024-06-07,V012
P001192,W00465,3,2308438.45,2024-10-01,V082
P001193,W00466,1,2585813.59,2023-09-18,V053
P001194,W00466,2,1939360.19,2023-12-29,V046
P001195,W00466,3,1939360.19,2024-02-07,V086
P001196,W00467,1,827567.26,2026-06-17,V049
P001197,W00467,2,827567.26,2026-08-20,V070
P001198,W00468,1,1609410.74,2026-07-03,V084
P001199,W00468,2,1207058.05,2026-08-31,V055
P001200,W00469,1,2711107.37,2025-09-29,V086
P001201,W00469,2,2033330.53,2025-12-27,V068
P001202,W00469,3,2033330.53,2026-03-19,V056
P001203,W00470,1,681134.06,2025-06-20,V066
P001204,W00470,2,510850.54,2025-08-27,V002
P001205,W00470,3,510850.54,2025-11-13,V044
P001206,W00471,1,732618.1,2024-01-25,V030
P001207,W00471,2,549463.57,2024-03-14,V073
P001208,W00471,3,549463.57,2024-05-09,V014
P001209,W00472,1,320561.74,2023-12-03,V067
P001210,W00472,2,240421.3,2024-01-07,V029
P001211,W00472,3,240421.3,2024-01-26,V050
P001212,W00473,1,935986.99,2024-06-11,V020
P001213,W00473,2,701990.24,2024-09-05,V053
P001214,W00473,3,701990.24,2024-10-02,V045
P001215,W00474,1,258723.4,2023-10-10,V077
P001216,W00474,2,194042.55,2023-11-28,V031
P001217,W00474,3,194042.55,2023-12-30,V069
P001218,W00475,1,968127.19,2025-05-13,V006
P001219,W00475,2,968127.19,2025-08-03,V056
P001220,W00476,1,1019702.6,2024-04-30,V084
P001221,W00476,2,1019702.6,2024-07-28,V066
P001222,W00477,1,886819.76,2026-06-17,V056
P001223,W00477,2,665114.82,2026-08-15,V023
P001224,W00478,1,280099.84,2026-02-14,V020
P001225,W00478,2,210074.88,2026-03-19,V071
P001226,W00478,3,210074.88,2026-05-08,V013
P001227,W00479,1,324894.43,2026-01-28,V051
P001228,W00479,2,243670.82,2026-02-28,V037
P001229,W00479,3,243670.82,2026-04-30,V081
P001230,W00480,1,669042.26,2024-01-27,V032
P001231,W00480,2,501781.69,2024-04-02,V053
P001232,W00480,3,501781.69,2024-05-28,V066
P001233,W00481,1,570829.97,2024-05-27,V016
P001234,W00481,2,570829.97,2024-07-21,V086
P001235,W00482,1,250657.74,2023-08-07,V076
P001236,W00482,2,187993.3,2023-09-01,V030
P001237,W00482,3,187993.3,2023-09-25,V079
P001238,W00483,1,1895873.5,2024-10-16,V080
P001239,W00483,2,1895873.5,2025-02-25,V064
P001240,W00484,1,539992.9,2023-12-30,V033
P001241,W00484,2,404994.67,2024-03-12,V026
P001242,W00484,3,404994.67,2024-05-09,V064
P001243,W00485,1,1020787.86,2024-05-31,V030
P001244,W00485,2,1020787.86,2024-07-18,V051
P001245,W00486,1,826182.83,2025-08-19,V025
P001246,W00486,2,619637.12,2025-09-16,V083
P001247,W00486,3,619637.12,2025-10-05,V060
P001248,W00487,1,990158.16,2024-05-23,V088
P001249,W00487,2,742618.62,2024-07-16,V087
P001250,W00487,3,742618.62,2024-09-27,V082
P001251,W00488,1,1868989.78,2023-08-13,V050
P001252,W00488,2,1868989.78,2023-11-25,V032
P001253,W00489,1,448686.64,2025-07-16,V020
P001254,W00489,2,336514.98,2025-08-18,V055
P001255,W00489,3,336514.98,2025-09-14,V056
P001256,W00490,1,1946968.06,2024-03-29,V004
P001257,W00490,2,1460226.05,2024-06-22,V056
P001258,W00490,3,1460226.05,2024-09-22,V051
P001259,W00491,1,449096.55,2025-07-20,V037
P001260,W00491,2,449096.55,2025-10-12,V058
P001261,W00492,1,1761287.35,2024-01-12,V084
P001262,W00492,2,1761287.35,2024-04-22,V083
P001263,W00493,1,1884872.99,2024-09-09,V051
P001264,W00493,2,1413654.74,2024-12-10,V027
P001265,W00493,3,1413654.74,2025-01-28,V071
P001266,W00494,1,850328.94,2025-12-10,V025
P001267,W00494,2,637746.7,2026-02-19,V083
P001268,W00494,3,637746.7,2026-03-23,V006
P001269,W00495,1,427239.54,2024-01-16,V022
P001270,W00495,2,320429.66,2024-02-25,V083
P001271,W00495,3,320429.66,2024-04-28,V052
P001272,W00496,1,746330.82,2025-02-08,V001
P001273,W00496,2,559748.11,2025-04-25,V022
P001274,W00496,3,559748.11,2025-06-01,V082
P001275,W00497,1,441229.28,2025-07-20,V074
P001276,W00497,2,441229.28,2025-08-29,V010
P001277,W00498,1,442699.53,2025-06-24,V055
P001278,W00498,2,442699.53,2025-08-16,V028
P001279,W00499,1,185179.84,2026-04-12,V034
P001280,W00499,2,138884.88,2026-06-10,V072
P001281,W00499,3,138884.88,2026-08-05,V056
P001282,W00500,1,491735.13,2025-06-25,V076
P001283,W00500,2,368801.35,2025-09-04,V085
P001284,W00500,3,368801.35,2025-10-17,V023
P001285,W00501,1,334465.79,2024-12-03,V033
P001286,W00501,2,250849.34,2024-12-25,V049
P001287,W00501,3,250849.34,2025-01-20,V022
P001288,W00502,1,2140153.61,2024-08-10,V062
P001289,W00502,2,1605115.21,2024-11-03,V018
P001290,W00502,3,1605115.21,2025-02-15,V078
P001291,W00503,1,1834093.07,2024-12-24,V086
P001292,W00503,2,1834093.07,2025-04-16,V020
P001293,W00504,1,322129.32,2024-08-25,V057
P001294,W00504,2,322129.32,2024-11-05,V048
P001295,W00505,1,982530.67,2025-05-02,V049
P001296,W00505,2,982530.67,2025-07-23,V081
P001297,W00506,1,815553.32,2026-01-15,V033
P001298,W00506,2,611664.99,2026-02-27,V068
P001299,W00506,3,611664.99,2026-05-12,V080
P001300,W00507,1,591875.83,2026-06-08,V064
P001301,W00508,1,577693.35,2026-01-04,V009
P001302,W00508,2,433270.01,2026-02-23,V041
P001303,W00508,3,433270.01,2026-03-31,V034
P001304,W00509,1,779828.08,2024-02-04,V089
P001305,W00509,2,584871.06,2024-03-27,V061
P001306,W00509,3,584871.06,2024-05-04,V046
P001307,W00510,1,1017927.98,2025-02-22,V053
P001308,W00510,2,763445.98,2025-04-21,V074
P001309,W00510,3,763445.98,2025-05-27,V077
P001310,W00511,1,1013039.1,2024-12-07,V009
P001311,W00511,2,759779.32,2025-02-19,V018
P001312,W00511,3,759779.32,2025-03-31,V001
P001313,W00512,1,453613.16,2024-04-06,V031
P001314,W00512,2,453613.16,2024-06-07,V075
P001315,W00513,1,2909815.49,2023-09-28,V007
P001316,W00513,2,2182361.62,2024-01-12,V019
P001317,W00513,3,2182361.62,2024-03-03,V044
P001318,W00514,1,603649.85,2024-04-16,V018
P001319,W00514,2,452737.39,2024-05-31,V031
P001320,W00514,3,452737.39,2024-09-16,V009
P001321,W00515,1,199041.25,2025-02-27,V013
P001322,W00515,2,149280.94,2025-04-01,V030
P001323,W00515,3,149280.94,2025-05-04,V016
P001324,W00516,1,238947.92,2025-12-06,V071
P001325,W00516,2,238947.92,2026-02-09,V025
P001326,W00517,1,1620441.14,2025-05-18,V033
P001327,W00517,2,1620441.14,2025-08-18,V023
P001328,W00518,1,974340.32,2025-03-08,V005
P001329,W00518,2,974340.32,2025-06-01,V083
P001330,W00519,1,2166494.03,2024-12-23,V013
P001331,W00519,2,1624870.52,2025-03-13,V007
P001332,W00519,3,1624870.52,2025-07-14,V056
P001333,W00520,1,740226.31,2023-09-28,V061
P001334,W00520,2,555169.73,2023-11-29,V076
P001335,W00520,3,555169.73,2024-03-03,V081
P001336,W00521,1,654093.92,2025-05-09,V078
P001337,W00521,2,490570.44,2025-07-04,V075
P001338,W00521,3,490570.44,2025-10-12,V019
P001339,W00522,1,2629830.31,2024-06-04,V090
P001340,W00522,2,1972372.73,2024-08-22,V033
P001341,W00522,3,1972372.73,2024-12-29,V087
P001342,W00523,1,1266886.44,2024-06-09,V023
P001343,W00523,2,950164.83,2024-09-02,V046
P001344,W00523,3,950164.83,2024-10-14,V060
P001345,W00524,1,808002.15,2024-08-06,V017
P001346,W00524,2,606001.61,2024-10-10,V084
P001347,W00524,3,606001.61,2024-11-24,V072
P001348,W00525,1,746051.29,2024-07-07,V026
P001349,W00525,2,559538.47,2024-09-01,V077
P001350,W00525,3,559538.47,2024-11-18,V075
P001351,W00526,1,2072246.47,2025-09-19,V054
P001352,W00526,2,2072246.47,2026-01-07,V068
P001353,W00527,1,649389.43,2025-03-01,V032
P001354,W00527,2,649389.43,2025-06-16,V029
P001355,W00528,1,1432181.26,2026-04-15,V020
P001356,W00528,2,1432181.26,2026-08-12,V024
P001357,W00529,1,310340.5,2023-09-29,V047
P001358,W00529,2,232755.38,2023-10-28,V041
P001359,W00529,3,232755.38,2023-11-21,V036
P001360,W00530,1,635517.07,2024-07-26,V044
P001361,W00530,2,476637.8,2024-10-08,V077
P001362,W00530,3,476637.8,2024-12-19,V013
P001363,W00531,1,2872875.2,2025-06-04,V046
P001364,W00531,2,2154656.4,2025-08-30,V018
P001365,W00531,3,2154656.4,2025-12-06,V081
P001366,W00532,1,1749773.51,2024-01-31,V051
P001367,W00532,2,1312330.13,2024-05-17,V023
P001368,W00532,3,1312330.13,2024-07-15,V019
P001369,W00533,1,868302.99,2026-05-05,V001
P001370,W00533,2,868302.99,2026-07-10,V070
P001371,W00534,1,1147150.93,2024-12-25,V045
P001372,W00534,2,860363.2,2025-03-27,V075
P001373,W00534,3,860363.2,2025-05-31,V065
P001374,W00535,1,945207.52,2023-09-10,V031
P001375,W00535,2,708905.64,2023-10-21,V019
P001376,W00535,3,708905.64,2024-01-27,V087
P001377,W00536,1,403468.46,2024-11-06,V037
P001378,W00536,2,302601.34,2024-12-12,V040
P001379,W00536,3,302601.34,2025-01-15,V065
P001380,W00537,1,2583736.26,2024-12-23,V073
P001381,W00537,2,1937802.2,2025-03-15,V046
P001382,W00537,3,1937802.2,2025-06-18,V075
P001383,W00538,1,654182.24,2025-10-11,V045
P001384,W00538,2,490636.68,2025-12-15,V062
P001385,W00538,3,490636.68,2026-01-30,V064
P001386,W00539,1,1089954.03,2023-11-18,V010
P001387,W00539,2,817465.52,2024-01-13,V025
P001388,W00539,3,817465.52,2024-02-15,V023
P001389,W00540,1,1226185.89,2025-09-29,V087
P001390,W00540,2,919639.42,2025-11-25,V036
P001391,W00540,3,919639.42,2026-02-07,V008
P001392,W00541,1,1588800.35,2025-12-10,V043
P001393,W00541,2,1588800.35,2026-02-09,V090
P001394,W00542,1,454746.34,2023-11-08,V019
P001395,W00542,2,341059.76,2023-12-11,V049
P001396,W00542,3,341059.76,2024-02-01,V058
P001397,W00543,1,904748.11,2025-05-26,V015
P001398,W00543,2,678561.08,2025-06-27,V047
P001399,W00543,3,678561.08,2025-07-30,V083
P001400,W00544,1,776756.56,2024-02-16,V027
P001401,W00544,2,582567.42,2024-03-15,V042
P001402,W00544,3,582567.42,2024-04-25,V014
P001403,W00545,1,367219.63,2024-06-23,V023
P001404,W00545,2,275414.72,2024-08-04,V044
P001405,W00545,3,275414.72,2024-09-15,V080
P001406,W00546,1,679250.8,2025-11-04,V005
P001407,W00546,2,679250.8,2026-03-06,V046
P001408,W00547,1,1189164.45,2025-01-01,V043
P001409,W00547,2,891873.34,2025-03-02,V030
P001410,W00547,3,891873.34,2025-05-07,V087
P001411,W00548,1,675686.0,2023-10-01,V025
P001412,W00548,2,506764.5,2023-10-26,V049
P001413,W00548,3,506764.5,2023-11-19,V059
P001414,W00549,1,206843.8,2025-01-20,V022
P001415,W00549,2,155132.85,2025-02-27,V053
P001416,W00549,3,155132.85,2025-03-29,V042
P001417,W00550,1,239340.11,2025-09-20,V029
P001418,W00550,2,239340.11,2025-11-27,V015
P001419,W00551,1,384047.54,2023-12-02,V088
P001420,W00551,2,288035.65,2024-01-30,V065
P001421,W00551,3,288035.65,2024-04-16,V017
P001422,W00552,1,531180.13,2023-12-01,V039
P001423,W00552,2,531180.13,2024-01-28,V005
P001424,W00553,1,4209799.33,2025-02-05,V059
P001425,W00553,2,4209799.33,2025-07-10,V047
P001426,W00554,1,815747.85,2024-08-13,V012
P001427,W00554,2,815747.85,2024-12-09,V069
P001428,W00555,1,780427.06,2026-06-05,V050
P001429,W00555,2,585320.29,2026-07-31,V067
P001430,W00556,1,519047.2,2023-06-29,V090
P001431,W00556,2,389285.4,2023-08-29,V075
P001432,W00556,3,389285.4,2023-11-26,V067
P001433,W00557,1,471962.54,2025-09-06,V078
P001434,W00557,2,353971.91,2025-11-30,V055
P001435,W00557,3,353971.91,2026-03-06,V076
P001436,W00558,1,1089428.58,2025-04-18,V080
P001437,W00558,2,817071.43,2025-07-05,V041
P001438,W00558,3,817071.43,2025-10-06,V081
P001439,W00559,1,1178961.93,2024-08-24,V018
P001440,W00559,2,884221.45,2024-09-21,V035
P001441,W00559,3,884221.45,2024-10-13,V081
P001442,W00560,1,856807.54,2025-06-20,V021
P001443,W00560,2,642605.66,2025-08-30,V037
P001444,W00560,3,642605.66,2025-10-10,V029
P001445,W00561,1,1605145.07,2024-09-07,V047
P001446,W00561,2,1605145.07,2025-01-18,V051
P001447,W00562,1,1046899.44,2026-01-12,V002
P001448,W00562,2,785174.58,2026-03-08,V018
P001449,W00562,3,785174.58,2026-04-16,V007
P001450,W00563,1,696083.39,2025-11-17,V088
P001451,W00563,2,522062.54,2026-01-16,V068
P001452,W00563,3,522062.54,2026-04-17,V050
P001453,W00564,1,780872.14,2025-07-05,V007
P001454,W00564,2,780872.14,2025-10-13,V002
P001455,W00565,1,578167.39,2023-07-03,V058
P001456,W00565,2,578167.39,2023-08-25,V013
P001457,W00566,1,826541.64,2025-02-10,V027
P001458,W00566,2,619906.23,2025-03-26,V080
P001459,W00566,3,619906.23,2025-06-22,V065
P001460,W00567,1,3860381.54,2025-09-29,V006
P001461,W00567,2,2895286.15,2026-01-25,V049
P001462,W00567,3,2895286.15,2026-04-10,V057
P001463,W00568,1,589175.39,2026-07-31,V027
P001464,W00569,1,1543606.54,2026-04-14,V065
P001465,W00569,2,1157704.91,2026-06-16,V082
P001466,W00570,1,832012.43,2024-08-27,V010
P001467,W00570,2,832012.43,2025-01-10,V007
P001468,W00571,1,630160.32,2023-10-06,V054
P001469,W00571,2,630160.32,2023-11-15,V039
P001470,W00572,1,704163.1,2023-10-04,V062
P001471,W00572,2,528122.32,2023-11-27,V035
P001472,W00572,3,528122.32,2024-01-27,V049
P001473,W00573,1,1169679.83,2026-03-30,V064
P001474,W00573,2,877259.87,2026-05-10,V040
P001475,W00573,3,877259.87,2026-07-24,V037
P001476,W00574,1,481785.09,2025-07-16,V045
P001477,W00574,2,481785.09,2025-11-08,V085
P001478,W00575,1,1747373.03,2023-11-11,V017
P001479,W00575,2,1747373.03,2024-02-27,V039
P001480,W00576,1,819299.4,2024-01-17,V050
P001481,W00576,2,614474.55,2024-02-16,V017
P001482,W00576,3,614474.55,2024-03-01,V010
P001483,W00577,1,1187187.97,2024-07-16,V057
P001484,W00577,2,890390.98,2024-09-11,V034
P001485,W00577,3,890390.98,2024-10-27,V068
P001486,W00578,1,4805297.12,2026-04-13,V007
P001487,W00578,2,4805297.12,2026-05-19,V043
P001488,W00579,1,429438.54,2024-06-17,V009
P001489,W00579,2,322078.91,2024-07-24,V054
P001490,W00579,3,322078.91,2024-08-28,V007
P001491,W00580,1,418356.27,2025-04-02,V084
P001492,W00580,2,313767.2,2025-05-08,V083
P001493,W00580,3,313767.2,2025-05-28,V038
P001494,W00581,1,578431.06,2024-04-30,V070
P001495,W00581,2,433823.29,2024-06-29,V069
P001496,W00581,3,433823.29,2024-08-31,V008
P001497,W00582,1,640613.24,2026-02-08,V008
P001498,W00582,2,480459.93,2026-04-22,V033
P001499,W00582,3,480459.93,2026-07-07,V011
P001500,W00583,1,1127637.12,2024-08-19,V084
P001501,W00583,2,1127637.12,2024-09-21,V048
P001502,W00584,1,1810274.02,2025-08-13,V021
P001503,W00584,2,1810274.02,2026-01-05,V066
P001504,W00585,1,2348034.13,2026-01-30,V012
P001505,W00585,2,2348034.13,2026-05-14,V022
P001506,W00586,1,846006.3,2024-01-15,V090
P001507,W00586,2,634504.73,2024-02-10,V008
P001508,W00586,3,634504.73,2024-03-22,V009
P001509,W00587,1,1366653.11,2023-12-22,V021
P001510,W00587,2,1024989.83,2024-03-11,V038
P001511,W00587,3,1024989.83,2024-05-18,V055
P001512,W00588,1,1148387.68,2025-07-18,V037
P001513,W00588,2,861290.76,2025-10-13,V082
P001514,W00588,3,861290.76,2026-01-29,V077
P001515,W00589,1,711423.2,2024-06-06,V083
P001516,W00589,2,533567.4,2024-08-01,V020
P001517,W00589,3,533567.4,2024-10-31,V073
P001518,W00590,1,447905.07,2023-08-15,V076
P001519,W00590,2,447905.07,2023-11-19,V083
P001520,W00591,1,717498.78,2026-03-18,V034
P001521,W00591,2,538124.09,2026-05-03,V079
P001522,W00591,3,538124.09,2026-08-19,V041
P001523,W00592,1,1207517.45,2025-08-14,V050
P001524,W00592,2,905638.09,2025-10-31,V065
P001525,W00592,3,905638.09,2025-12-14,V030
P001526,W00593,1,3406027.4,2023-10-08,V064
P001527,W00593,2,3406027.4,2023-11-08,V078
P001528,W00594,1,688408.93,2025-11-27,V005
P001529,W00594,2,688408.93,2026-01-11,V026
P001530,W00595,1,814057.79,2024-11-03,V076
P001531,W00595,2,814057.79,2025-01-26,V054
P001532,W00596,1,604028.72,2024-07-30,V033
P001533,W00596,2,604028.72,2024-11-05,V072
P001534,W00597,1,1898579.66,2024-10-01,V057
P001535,W00597,2,1898579.66,2025-02-09,V069
P001536,W00598,1,696226.27,2025-02-09,V056
P001537,W00598,2,522169.7,2025-03-17,V011
P001538,W00598,3,522169.7,2025-04-19,V005
P001539,W00599,1,650119.75,2024-03-01,V042
P001540,W00599,2,650119.75,2024-04-20,V044
P001541,W00600,1,2049779.66,2023-11-24,V083
P001542,W00600,2,2049779.66,2024-03-18,V026
P001543,W00601,1,508637.87,2024-01-13,V081
P001544,W00601,2,381478.4,2024-04-02,V028
P001545,W00601,3,381478.4,2024-06-26,V077
P001546,W00602,1,442087.9,2026-02-09,V065
P001547,W00602,2,331565.92,2026-04-07,V051
P001548,W00602,3,331565.92,2026-05-13,V063
P001549,W00603,1,1516037.91,2025-05-05,V088
P001550,W00603,2,1516037.91,2025-08-13,V076
P001551,W00604,1,926894.44,2024-04-28,V001
P001552,W00604,2,695170.83,2024-07-05,V059
P001553,W00604,3,695170.83,2024-08-03,V049
P001554,W00605,1,1273333.68,2025-04-14,V033
P001555,W00605,2,955000.26,2025-06-22,V025
P001556,W00605,3,955000.26,2025-07-22,V044
P001557,W00606,1,552937.43,2026-07-03,V009
P001558,W00606,2,414703.07,2026-08-19,V054
P001559,W00607,1,711952.98,2024-09-23,V084
P001560,W00607,2,711952.98,2024-11-23,V048
P001561,W00608,1,1092901.72,2024-04-20,V025
P001562,W00608,2,1092901.72,2024-08-25,V025
P001563,W00609,1,840388.88,2024-03-19,V068
P001564,W00609,2,840388.88,2024-05-21,V018
P001565,W00610,1,679693.16,2024-12-05,V066
P001566,W00610,2,509769.87,2025-02-18,V077
P001567,W00610,3,509769.87,2025-04-14,V084
P001568,W00611,1,289735.91,2025-04-13,V023
P001569,W00611,2,217301.93,2025-05-07,V033
P001570,W00611,3,217301.93,2025-06-06,V014
P001571,W00612,1,598635.09,2025-12-10,V073
P001572,W00612,2,448976.32,2026-03-05,V042
P001573,W00612,3,448976.32,2026-05-19,V042
P001574,W00613,1,437608.3,2025-11-27,V027
P001575,W00613,2,328206.22,2026-01-16,V021
P001576,W00613,3,328206.22,2026-02-14,V071
P001577,W00614,1,1306486.64,2023-11-09,V034
P001578,W00614,2,979864.98,2024-01-17,V082
P001579,W00614,3,979864.98,2024-04-05,V036
P001580,W00615,1,529583.01,2026-02-27,V009
P001581,W00615,2,529583.01,2026-05-09,V049
P001582,W00616,1,2232655.84,2026-03-05,V084
P001583,W00616,2,1674491.88,2026-04-15,V059
P001584,W00616,3,1674491.88,2026-06-07,V053
P001585,W00617,1,683177.26,2025-05-04,V019
P001586,W00617,2,512382.94,2025-07-16,V061
P001587,W00617,3,512382.94,2025-10-12,V054
P001588,W00618,1,324859.85,2023-07-04,V037
P001589,W00618,2,243644.89,2023-08-04,V062
P001590,W00618,3,243644.89,2023-09-07,V022
P001591,W00619,1,1064659.48,2025-03-01,V006
P001592,W00619,2,1064659.48,2025-05-15,V088
P001593,W00620,1,660674.36,2024-06-23,V064
P001594,W00620,2,495505.77,2024-08-31,V001
P001595,W00620,3,495505.77,2024-11-04,V020
P001596,W00621,1,433619.09,2024-08-28,V020
P001597,W00621,2,325214.32,2024-12-20,V024
P001598,W00621,3,325214.32,2025-02-26,V043
P001599,W00622,1,703703.15,2025-06-03,V051
P001600,W00622,2,703703.15,2025-09-09,V062
P001601,W00623,1,3037222.83,2024-10-12,V087
P001602,W00623,2,3037222.83,2025-04-02,V060
P001603,W00624,1,777218.47,2024-04-14,V044
P001604,W00624,2,777218.47,2024-05-26,V017
P001605,W00625,1,387401.04,2025-07-05,V087
P001606,W00625,2,387401.04,2025-08-22,V027
P001607,W00626,1,1169150.56,2026-02-01,V073
P001608,W00626,2,876862.92,2026-04-28,V090
P001609,W00626,3,876862.92,2026-06-09,V065
P001610,W00627,1,309180.57,2023-10-02,V088
P001611,W00627,2,309180.57,2023-11-26,V045
P001612,W00628,1,941726.44,2026-05-09,V042
P001613,W00628,2,706294.83,2026-07-01,V088
P001614,W00629,1,545685.44,2024-05-03,V057
P001615,W00629,2,409264.08,2024-06-21,V070
P001616,W00629,3,409264.08,2024-08-08,V053
P001617,W00630,1,480107.53,2025-09-22,V088
P001618,W00630,2,360080.65,2025-10-23,V018
P001619,W00630,3,360080.65,2025-11-23,V067
P001620,W00631,1,649697.01,2023-07-16,V014
P001621,W00631,2,487272.76,2023-08-17,V035
P001622,W00631,3,487272.76,2023-09-29,V070
P001623,W00632,1,615902.46,2024-05-28,V041
P001624,W00632,2,461926.84,2024-07-18,V087
P001625,W00632,3,461926.84,2024-09-17,V028
P001626,W00633,1,1082983.01,2024-09-12,V042
P001627,W00633,2,812237.26,2024-11-30,V013
P001628,W00633,3,812237.26,2025-03-07,V004
P001629,W00634,1,2952876.62,2026-01-23,V049
P001630,W00634,2,2214657.46,2026-03-24,V046
P001631,W00634,3,2214657.46,2026-06-30,V021
P001632,W00635,1,664006.09,2023-09-17,V014
P001633,W00635,2,664006.09,2023-11-26,V004
P001634,W00636,1,1921810.54,2025-07-08,V042
P001635,W00636,2,1441357.91,2025-08-06,V075
P001636,W00636,3,1441357.91,2025-09-03,V088
P001637,W00637,1,842578.03,2023-10-08,V010
P001638,W00637,2,842578.03,2024-02-09,V088
P001639,W00638,1,1785467.98,2024-01-28,V083
P001640,W00638,2,1785467.98,2024-05-18,V051
P001641,W00639,1,1029813.02,2025-04-30,V069
P001642,W00639,2,1029813.02,2025-06-25,V013
P001643,W00640,1,930176.68,2026-06-16,V079
P001644,W00640,2,697632.51,2026-08-22,V046
P001645,W00641,1,528114.42,2026-05-04,V022
P001646,W00641,2,396085.82,2026-05-26,V053
P001647,W00641,3,396085.82,2026-06-28,V081
P001648,W00642,1,911407.51,2025-03-06,V073
P001649,W00642,2,683555.63,2025-05-17,V025
P001650,W00642,3,683555.63,2025-07-01,V042
P001651,W00643,1,924913.18,2023-08-19,V068
P001652,W00643,2,693684.88,2023-11-17,V059
P001653,W00643,3,693684.88,2024-01-27,V058
P001654,W00644,1,213374.37,2023-09-20,V023
P001655,W00644,2,213374.37,2023-11-17,V071
P001656,W00645,1,605009.29,2025-10-05,V012
P001657,W00645,2,453756.97,2025-12-24,V051
P001658,W00645,3,453756.97,2026-02-04,V063
