photo_id,work_id,upload_date,geotag_lat,geotag_lon,phash
PH000740,W00934,2025-07-07,21.93614,72.64471,67270fd6036001eb
PH000741,W00938,2024-08-27,22.13875,72.61988,404ba5833afad453
PH000742,W00939,2025-12-27,20.46693,86.89357,c862dd19f2bda544
PH000743,W00940,2025-08-28,16.81865,79.20714,6c9367f3586fdab4
PH000744,W00941,2026-01-13,27.7689,83.07456,ebd94176dd61115a
PH000745,W00942,2025-11-10,26.52629,84.53729,2d68234c7f0174a7
PH000746,W00943,2023-09-22,21.5941,75.50878,574d121f7e489e10
PH000747,W00944,2024-07-14,26.33541,77.7877,7db3020e79ed0c89
PH000748,W00945,2024-11-26,23.17335,73.11819,c1cb3f47dfbe7af6
PH000749,W00946,2026-08-30,21.64197,75.75215,9d6401f80f769f82
PH000750,W00947,2025-02-01,23.21459,73.03705,9208c7988456987e
PH000751,W00948,2026-05-21,26.72626,78.93048,d94f0a9c78cd2237
PH000752,W00949,2025-11-14,21.56401,75.50022,45ee997e842c7246
PH000753,W00950,2024-04-11,21.99424,72.54941,8b4a31847def3dd2
PH000754,W00951,2025-11-26,21.99559,72.76093,96bdab58dbc45040
PH000755,W00952,2025-04-20,16.47647,87.63186,f1b7f2a54440a8bd
PH000756,W00953,2026-02-02,21.72288,75.70169,c3fd6b2061528ba6
PH000757,W00954,2024-12-18,17.40086,82.85026,b50550dfe9db0abf
PH000758,W00955,2024-07-18,27.35909,82.19218,49f52a9578b740ac
PH000759,W00956,2026-07-31,16.86626,79.32545,00b806f305cbdaaa
PH000760,W00957,2023-12-07,21.99085,72.63868,ae52c6af721fb6e8
PH000761,W00959,2025-04-12,27.53046,82.22353,b0e18afc9f3708b4
PH000762,W00960,2026-03-08,26.63546,79.16764,2aedad26689ce119
PH000763,W00961,2026-03-02,29.45052,86.14978,ff6fdf7db9e01a95
PH000764,W00962,2024-03-03,17.01692,79.21458,eebf8fc9a7bcc59a
PH000765,W00963,2024-01-12,17.2809,83.03015,b63a9b1151cc932b
PH000766,W00964,2025-06-02,17.06758,79.06264,e3903da0ad4a356c
PH000767,W00965,2024-07-28,21.64914,75.65402,75ce0d9ecbef05df
PH000768,W00966,2026-03-15,24.5667,85.21963,4d0cd05c62ff17a8
PH000769,W00967,2024-11-19,29.4457,86.21647,0e09027c830e6c53
PH000770,W00968,2025-04-30,21.50823,75.73441,6292e6d96c0b2809
PH000771,W00969,2025-03-15,26.44211,84.59722,44139a34fbbf8995
PH000772,W00970,2025-09-11,26.39339,77.58555,000e07e199262cae
PH000773,W00971,2025-01-14,29.70332,86.2798,6a8a6d2fab321ac8
PH000774,W00972,2025-05-03,17.1979,83.01455,ae05aabd0d97e39a
PH000775,W00973,2025-08-26,22.12654,72.82551,5fb901362677b6a1
PH000776,W00975,2024-03-15,23.28588,73.06002,c3d47002d471f13b
PH000777,W00976,2024-02-12,26.40599,84.49989,41c7ec28fe96dc62
PH000778,W00977,2025-03-07,24.78052,85.30829,0d46ee90eaf862dc
PH000779,W00979,2026-04-03,21.96435,72.56832,c4663e6246aaef54
PH000780,W00980,2024-09-19,27.43067,82.19215,d4e2305cfc379fa7
PH000781,W00982,2026-06-22,17.18354,82.88321,602303aa0c218b8a
PH000782,W00983,2024-12-29,21.64212,75.53174,50144974230ab2c8
PH000783,W00984,2025-05-10,27.32815,82.23763,b5b0f02dbbfe19a2
PH000784,W00985,2024-04-22,17.40468,82.83398,91629f3a6c1f2d97
PH000785,W00986,2026-02-15,16.39087,87.57937,f8ee74dfcce0fa55
PH000786,W00987,2024-05-03,16.40447,87.59132,357cafb026964a5a
PH000787,W00988,2024-04-26,23.41039,73.00634,5a5c975153025107
PH000788,W00992,2024-09-25,17.06497,79.32551,f25adc80a72d9294
PH000789,W00993,2026-05-19,27.87843,83.25276,b9544952db0c43da
PH000790,W00994,2025-06-18,16.49125,87.59618,db46224c6b3f76ac
PH000791,W00996,2025-04-17,22.07258,72.58153,6d15e4c06ad607fb
PH000792,W00998,2024-02-25,16.95454,79.3151,914789d90ae5a7b6
PH000793,W00999,2023-11-11,21.66731,75.68298,52233cc7fb9b04d6
PH000794,W01000,2026-02-04,21.85381,72.71992,d23931b8e2eec8ec
PH000795,W01001,2024-04-04,29.64324,86.41219,058f33ea43e8b407
PH000796,W01002,2024-09-17,27.38026,82.23717,7bcc4accacfc24a1
PH000797,W01003,2025-12-08,27.31302,82.05508,1766d9f4df64a650
PH000798,W01004,2025-07-26,23.43769,72.92667,50ffcc22bc4b8090
PH000799,W01005,2025-02-09,21.74108,75.49459,5958ba9de5a16459
PH000800,W01006,2024-03-27,21.99382,72.73653,db2d057968d873e2
PH000801,W01007,2023-11-09,23.41091,73.02697,3865abdba0ba43e2
PH000802,W01008,2024-03-31,24.58417,85.19095,65f93feb42537b1d
PH000803,W01009,2025-10-07,17.25537,82.99073,c5efb42c6aa95513
PH000804,W01010,2026-04-02,16.82422,79.18408,28f973f61e15c886
PH000805,W01011,2023-11-08,16.97773,79.15649,4ec573e0a81d08b4
PH000806,W01012,2024-01-26,23.40931,72.93573,72efc613477b614f
PH000807,W01013,2024-10-10,24.77622,85.09754,458b21d70d73b62c
PH000808,W01014,2025-08-08,23.33359,72.95063,cbd5da85a40c14c5
PH000809,W01015,2025-07-06,17.33424,82.84776,b928bce7d6589044
PH000810,W01016,2026-02-12,27.33434,82.11384,806dbfcb46d32772
PH000811,W01017,2024-05-16,29.505,86.36759,9cf33d4dac2dc2cb
PH000812,W01019,2025-08-26,26.65353,75.14803,e4c3e7388e239aeb
PH000813,W01020,2025-11-30,16.53642,87.72788,13fe9b441fd35365
PH000814,W01021,2026-03-30,16.95827,79.17073,14d44d1fab79e962
PH000815,W01023,2026-04-16,17.31245,83.0745,59a8d6eb8ebe477c
PH000816,W01025,2025-09-17,17.33678,82.87832,ac383053ef46c06f
PH000817,W01026,2025-03-20,24.68965,85.22613,e945d94b13fe87ce
PH000818,W01028,2024-02-03,29.58289,86.39945,67ee0fb8418c23e5
PH000819,W01029,2024-06-23,17.44081,83.06891,039a92308c590d63
PH000820,W01031,2025-04-25,29.63264,86.22593,e6153fd913229071
PH000821,W01032,2025-09-15,29.53495,86.23714,6f655c2a4e8be121
PH000822,W01034,2025-02-05,29.50947,86.42892,45f341f6d0ec546f
PH000823,W01037,2026-01-09,27.46317,82.13762,1decc1709a8331ae
PH000824,W01038,2023-12-28,24.63639,85.20786,c12346ef10354560
PH000825,W01039,2025-07-09,17.45275,82.86911,7f0f226c06b369a4
PH000826,W01040,2025-10-16,24.78603,85.27149,8253d50210501f6a
PH000827,W01041,2024-07-14,23.37301,72.90865,cafa45c3ca6fea9e
PH000828,W01042,2025-11-03,27.2759,82.22964,fb627b3ff3c8c4dd
PH000829,W01043,2026-01-09,17.16849,83.04356,28eb7f102ed73c16
PH000830,W01044,2026-01-10,17.29614,82.99196,99a23a754892ee97
PH000831,W01045,2025-07-12,21.78259,75.63603,12b259c52404fbac
PH000832,W01046,2024-03-12,21.8998,72.58102,0d820fddcbb2c547
PH000833,W01047,2024-05-28,23.41044,72.90809,450e7b9114d0a277
PH000834,W01048,2024-11-15,22.07708,72.66155,73f0268fb2e9c5ce
PH000835,W01049,2023-12-11,16.48895,87.47823,83301548be385812
PH000836,W01050,2023-10-26,24.7456,85.03833,9f1b6d8a40084d92
PH000837,W01051,2025-09-05,16.90845,79.2904,f259968c1807f686
PH000838,W01052,2023-12-11,23.4341,73.03483,40d88f581e305f0b
PH000839,W01053,2025-04-07,27.82689,83.29795,81d96f507852bbc8
PH000840,W01054,2026-07-05,16.41454,87.4817,f99552edc9d715bd
PH000841,W01056,2025-12-17,17.41827,83.01526,b642a0483662caec
PH000842,W01057,2024-03-15,21.88287,72.61796,e4d11595199cea4c
PH000843,W01058,2024-07-01,23.2119,72.97314,fea68c77b29b9430
PH000844,W01059,2026-01-06,27.27656,82.02998,22375273f300cc95
PH000845,W01060,2025-08-08,16.92563,79.27646,ea79cc8438ff24a9
PH000846,W01061,2025-01-26,27.31413,82.11357,cbe65a45b1e9217b
PH000847,W01062,2024-06-04,29.46308,86.381,0b26cbdeff515e39
PH000848,W01063,2024-11-06,21.76828,75.57657,fd82a95f3a9af9ee
PH000849,W01064,2024-05-28,23.213,73.08242,5550e7ec6ac2e7cd
PH000850,W01065,2026-06-23,17.38116,82.82448,695c7b9fff170227
PH000851,W01066,2024-02-08,21.96419,72.70485,a47456367366e881
PH000852,W01067,2025-03-28,16.50911,87.73969,1eed6f09b7a2ec49
PH000853,W01068,2024-03-03,29.43281,86.40729,ff8896c581560c09
PH000854,W01069,2024-12-25,23.42418,72.96966,cf3e3219f7b5cd89
PH000855,W01070,2024-11-01,16.42535,87.71015,2a40e82c47e6b381
PH000856,W01071,2025-10-12,26.36584,77.64905,fdaf1267c101d509
PH000857,W01072,2024-04-07,26.472,78.89813,ceb47ccf0d4ab352
PH000858,W01073,2026-04-27,29.44488,86.35194,e198666093c27e5b
PH000859,W01074,2024-06-30,26.57492,75.17244,2149c4d644125cc0
PH000860,W01075,2025-12-08,21.68394,75.75232,8b9afc33b1c6c274
PH000861,W01076,2024-10-31,21.58105,75.59313,dc2714950e2dc01b
PH000862,W01077,2025-08-12,28.00224,83.24626,1cfee49385f411e7
PH000863,W01078,2024-03-14,24.5794,85.16477,bd81dedb289e7bd2
PH000864,W01079,2026-07-21,27.47714,82.13468,2a3e54397afc6155
PH000865,W01080,2024-02-14,21.98202,72.60893,367a9d4a45e4672d
PH000866,W01081,2025-04-12,27.86656,83.22735,f05363b48baf6e54
PH000867,W01083,2026-04-01,22.08235,72.61598,00e98dc441ba053a
PH000868,W01084,2024-11-04,27.84342,83.14947,bb70f125700687f4
PH000869,W01085,2025-07-14,24.62632,85.0414,1aec09a14d7ff506
PH000870,W01086,2024-12-30,20.45737,86.76467,e5c52a63df2caef5
PH000871,W01087,2025-01-22,20.70629,86.7762,3b492cbbe41ccc14
PH000872,W01088,2024-07-23,26.43536,77.796,4e605e8c584c2871
PH000873,W01089,2024-09-28,27.36523,82.05931,0a9692ac8f2e12bb
PH000874,W01090,2024-06-12,16.81359,79.35426,1b00281cc2d1b780
PH000875,W01091,2024-11-11,27.40213,82.16013,a8d0cbe03a245fed
PH000876,W01093,2024-09-30,16.83619,79.27824,e46f8ab4942c8ea4
PH000877,W01094,2026-08-09,16.88602,79.29128,9d70004dc6b3035b
PH000878,W01095,2024-11-22,16.27949,87.4862,38ecdbb5fcdd1ffe
PH000879,W01096,2025-05-19,26.70353,75.0577,841bc035309536c2
PH000880,W01097,2025-10-08,26.50815,77.55586,bc5582e1726b57f0
PH000881,W01098,2026-05-03,17.43387,82.86508,bd35c7f203c7fb03
PH000882,W01099,2026-07-08,26.72851,75.25139,e6227db771e3efaf
PH000883,W01100,2026-07-26,26.2877,84.60853,cbf72fd65cb92b3d
PH000884,W01102,2023-08-31,29.41103,86.32815,abf0eeb0b562ee5b
PH000885,W01103,2026-07-22,16.41088,87.56409,e0de70cae8bd4ce0
PH000886,W01104,2024-12-06,29.59457,86.29905,cd5369277771cf4d
PH000887,W01105,2023-10-03,26.29311,77.53258,132bf80381f22dee
PH000888,W01106,2026-04-23,29.4652,86.21273,98276a1f54ebae53
PH000889,W01108,2025-03-27,23.22438,72.89048,e06f1ac66e85ebe3
PH000890,W01109,2025-05-20,23.32526,73.15936,d28b44c0f1be4b84
PH000891,W01110,2026-06-15,27.44906,82.16251,ea098639d45f702d
PH000892,W01111,2025-11-08,23.34632,73.15869,09fd298fd9ddaf25
PH000893,W01112,2024-11-11,17.39981,82.7896,8b54c2caf9daa97f
PH000894,W01113,2026-05-06,23.25454,73.08535,438ce2b6b5c85199
PH000895,W01115,2025-10-16,21.95682,72.66879,755f17f4eb8b0119
PH000896,W01116,2025-01-09,21.69258,75.75287,a4bc9b0f30ceba62
PH000897,W01117,2025-02-22,16.93012,79.1864,0bb58a0b68cfcf62
PH000898,W01119,2025-04-06,22.00323,72.65081,23f94615ca458644
PH000899,W01120,2024-03-02,17.03648,79.20894,e288586ab18a7d2e
PH000900,W01122,2024-04-14,27.4498,82.11355,b5c3341539412783
PH000901,W01123,2025-03-18,23.45547,72.88481,7a83e02014fe0e9c
PH000902,W01124,2024-02-28,24.59199,85.15113,55dde32ddb9d3c2d
PH000903,W01125,2025-04-05,21.56404,75.67634,87e837c3b8f8cbcd
PH000904,W01126,2025-05-23,22.08998,72.82947,b8a6f2d65836aca6
PH000905,W01128,2025-05-28,29.6211,86.37587,783e8b787ecec040
PH000906,W01130,2024-05-20,23.37295,73.14079,a58965b8c11a5f5f
PH000907,W01131,2026-05-02,27.88005,83.12295,833dd148c99924e7
PH000908,W01133,2024-02-19,23.35828,72.96409,27ecfbaab49489d0
PH000909,W01135,2024-10-01,23.30943,73.09293,4321df514788415b
PH000910,W01137,2025-06-24,27.29598,82.2105,f50a1fcb6f7f34a8
PH000911,W01138,2026-04-11,29.54671,86.43888,dc38a8832c1055f4
PH000912,W01139,2026-02-09,23.30279,73.1373,0005d7c01f0bdbed
PH000913,W01140,2025-04-06,21.9031,72.59627,c3827a3368c1015b
PH000914,W01142,2025-07-23,16.3618,87.55617,192bfd544589aff2
PH000915,W01143,2024-09-01,28.02285,83.21449,b47d9b7823091e94
PH000916,W01145,2025-07-19,16.49058,87.6651,e6bc67642cb07a1d
PH000917,W01146,2026-05-02,29.53707,86.16331,2255ae773c0dbaf9
PH000918,W01147,2026-03-23,17.28915,82.9217,8199f8233c53ee90
PH000919,W01148,2023-12-05,17.42381,82.83334,0e90a86d28230485
PH000920,W01149,2024-10-25,27.2794,82.24423,85d8a4129fc58044
PH000921,W01150,2024-01-16,27.47291,82.17403,04df2b6e22466a91
PH000922,W01151,2024-10-10,21.54649,75.62704,224dec4fc40e62f7
PH000923,W01152,2026-04-30,23.31883,72.92987,bf286b62dabfb130
PH000924,W01153,2026-03-16,21.9744,72.58301,b3ac58ff7f2ccacb
PH000925,W01154,2026-05-19,27.45749,82.16189,bf5458de7bddb40e
PH000926,W01155,2024-02-23,29.64862,86.26541,e90020e394c68d89
PH000927,W01156,2024-06-03,27.33122,82.08145,0b18036c087b710d
PH000928,W01157,2024-06-16,27.53283,82.23667,613cf6f32039eea7
PH000929,W01158,2026-04-10,27.31897,81.98236,0086f165803e65de
PH000930,W01159,2026-05-08,21.96302,72.60537,23da84f9e65530d8
PH000931,W01160,2024-05-01,27.37708,82.02739,14f7636fcf7b45eb
PH000932,W01161,2025-10-08,23.22958,73.06232,cf026d5b36a18f87
PH000933,W01162,2026-05-17,21.49918,75.67895,c712e3e886ea9479
PH000934,W01163,2025-05-23,22.11488,72.85262,84015dc0032f6c62
PH000935,W01164,2023-10-30,24.6715,85.1383,3126f16c756a2332
PH000936,W01165,2024-05-03,16.50631,87.59326,9b464b094bc7ae56
PH000937,W01166,2023-12-03,23.20897,73.11114,7f9e58c9e466d203
PH000938,W01167,2025-12-28,21.9174,72.76877,495e7e57cf08967a
PH000939,W01168,2024-08-09,23.42772,73.06283,39108bfdc724e2ae
PH000940,W01169,2026-01-23,20.41097,86.7547,daeb2fe05aa32247
PH000941,W01172,2026-08-09,27.30156,82.01736,50ceed577d2442b9
PH000942,W01173,2024-04-02,23.21613,72.92431,3cb1853db07493d5
PH000943,W01174,2024-05-28,26.41754,77.6189,d1fb40c09edb30f4
PH000944,W01175,2024-07-11,21.62207,75.64672,27b7817fb488960a
PH000945,W01177,2025-02-22,28.00495,83.1948,ea00d9af74306f1e
PH000946,W01178,2024-10-16,17.21745,82.96026,2210ffda3163b381
PH000947,W01179,2026-03-11,29.64394,86.25046,c77b663719f3710a
PH000948,W01180,2024-09-28,27.5415,82.00482,0dbcf4dc098a660e
PH000949,W01181,2024-11-09,17.37482,82.82852,7ac4455dc22bd01c
PH000950,W01182,2026-04-18,17.44569,82.95325,6988254087961de7
PH000951,W01183,2026-04-09,21.88288,72.74865,0dd53675a5d855eb
PH000952,W01184,2025-08-08,22.11586,72.58977,844c7233117d464c
PH000953,W01187,2024-06-29,23.2241,72.90185,d551ebe889a96b39
PH000954,W01188,2024-09-04,17.38638,82.87136,c1b7967333a01652
PH000955,W01189,2025-10-23,23.40062,73.03284,a85ea944de9896b9
PH000956,W01190,2025-11-10,27.83085,83.08795,35519d6b1ca4add4
PH000957,W01191,2023-08-17,24.57755,85.10006,778a1b808b33ef02
PH000958,W01193,2026-08-23,24.77774,85.06622,d909134661355157
PH000959,W01195,2024-08-21,29.58146,86.27164,33e7c76842e930c7
PH000960,W01196,2025-07-01,17.17401,82.92146,50b9c9bee7e7d5e5
PH000961,W01197,2025-01-26,27.41599,82.13791,c80e10c8a8f2d418
PH000962,W01200,2025-03-25,27.32646,82.0678,76f2f9009f3103bc
PH000963,W01201,2025-09-06,23.42059,73.13178,8b5892583af25108
PH000964,W01202,2025-02-05,20.45127,86.95943,363c08afb52018dd
PH000965,W01203,2026-02-24,24.63783,85.25458,fae7ef60df2b6b48
PH000966,W01206,2025-06-12,23.3679,72.96727,08dfd16f7b4e6a65
PH000967,W01207,2026-08-14,16.53013,87.59679,d9fac309fad1c3aa
PH000968,W01208,2024-11-27,17.27213,82.8496,63d2e0ba965657a5
PH000969,W01211,2024-07-02,21.67064,75.65616,fc02f24456d10c2c
PH000970,W01212,2024-12-25,21.70602,75.61958,3ee4d73501e82119
PH000971,W01214,2024-11-08,27.44853,82.19155,63f84b564918cd71
PH000972,W01215,2025-12-06,27.84932,83.25398,d7fda8ead0780d79
PH000973,W01216,2024-03-29,21.52175,75.71297,18ca889198a0c64f
PH000974,W01217,2023-09-27,16.38327,87.51578,c68e75b94d1660c4
PH000975,W01218,2024-06-23,27.50251,82.103,be19c9c70dfb3c1e
PH000976,W01219,2026-04-11,17.24233,82.85106,a561695c6c38f266
PH000977,W01220,2024-10-03,20.44543,86.71163,ce8ed4643d155995
PH000978,W01222,2025-03-15,16.54863,87.69119,a26373d90c1edaf4
PH000979,W01223,2024-09-29,23.24417,72.87992,12cf09e8793127ba
PH000980,W01224,2024-08-05,24.50841,85.2524,492b023b0596bb5e
PH000981,W01226,2025-06-14,16.37344,87.50013,092a8a2901692ed8
PH000982,W01227,2025-04-19,17.21386,83.01311,5a5a5436e5161091
PH000983,W01228,2025-01-25,20.51267,86.91849,faeb099ea6b33487
PH000984,W01229,2023-12-31,23.45115,73.03011,2a6132303a03f614
PH000985,W01231,2025-02-27,17.22228,82.86867,6fd31fc966a726ba
PH000986,W01232,2026-03-06,16.41124,87.53385,ee7bd11fb2ec0444
PH000987,W01233,2026-01-13,17.43175,82.78767,e7849ae5a7e13348
PH000988,W01234,2025-10-12,29.47676,86.43748,bfd0a286c14e81ae
PH000989,W01235,2024-03-22,27.55052,82.09598,e25e1a441093b09f
PH000990,W01236,2025-09-27,29.63438,86.22434,3b6235f444c368ae
PH000991,W01237,2025-02-25,24.75569,85.01424,93f5b1ce13aac800
PH000992,W01238,2025-02-08,27.95029,83.11364,1831f0603b2b7991
PH000993,W01239,2024-07-27,23.37011,73.06636,efecb32ca3867034
PH000994,W01240,2025-08-18,27.43038,82.15784,d4f52ebc79851100
PH000995,W01241,2023-11-22,27.8229,83.30674,51fbc9ccf2892c5c
PH000996,W01242,2024-12-11,24.62899,85.0876,cf5637c18e710b37
PH000997,W01243,2024-05-07,29.5112,86.1984,3192a7cf2bae7275
PH000998,W01245,2025-01-26,24.70426,85.28465,4e52e2dd2eabfc7a
PH000999,W01246,2024-06-10,23.30229,72.94488,1ad1e971dcf6d70c
PH001000,W01247,2026-06-30,27.5464,82.00965,b007401c10945988
PH001001,W01248,2025-12-12,27.36321,82.0558,a98dee8a67241a7e
PH001002,W01249,2023-09-14,26.5338,78.89552,8c2930b27e64b120
PH001003,W01250,2025-02-08,23.20491,72.90069,3a0ba278c91fe30f
PH001004,W01251,2026-08-13,27.48894,82.22493,0884f98486436dc1
PH001005,W01254,2025-05-19,26.59215,74.96954,9b52f3cf081153f1
PH001006,W01255,2026-05-15,27.49551,81.99079,8c348e3d241c2a99
PH001007,W01256,2024-06-27,27.75288,83.15416,eaa71937e26a6277
PH001008,W01257,2024-07-04,21.57524,75.57524,687564c0f399e729
PH001009,W01258,2024-04-13,27.83389,83.30034,4615a24cb68a5fac
PH001010,W01259,2025-05-31,29.51361,86.23183,c5d779c855fd528e
PH001011,W01260,2024-05-15,16.30075,87.7251,74f8ea5235441f1f
PH001012,W01261,2026-01-30,26.70091,75.10733,a29d806a4f77bd11
PH001013,W01262,2024-06-01,16.30414,87.53428,3356dc77ae0261d9
PH001014,W01263,2024-05-02,16.54649,87.56389,d73e05585be3520e
PH001015,W01264,2024-11-06,26.51557,79.10556,ca502466efc08a6c
PH001016,W01265,2025-06-02,29.50273,86.31332,2d1f992948979a27
PH001017,W01266,2024-05-12,29.52247,86.36929,dba5a14031b9e8cc
PH001018,W01267,2026-07-28,29.57204,86.20858,b6e54956f53c0448
PH001019,W01268,2024-05-28,27.3246,82.22835,b317fe4a9ba66f46
PH001020,W01270,2024-11-06,26.54831,75.25299,a6263aafc937b99e
PH001021,W01271,2026-08-28,17.27277,82.97791,1b0b96c82efaa9d7
PH001022,W01274,2025-06-20,21.94402,72.79619,37759f3920727e69
PH001023,W01276,2025-07-23,24.50895,85.22673,e1fc7076d102b7b0
PH001024,W01278,2025-12-02,17.20256,82.82039,10d46185b0fd5047
PH001025,W01279,2026-02-18,17.39968,82.85828,9dba72a680231b3b
PH001026,W01280,2024-06-08,23.35116,73.03935,4d5bc5b9990cc0b4
PH001027,W01281,2024-11-23,22.12913,72.61575,86f011bbf56d2361
PH001028,W01282,2026-01-28,16.27035,87.67573,2fc9201fde0b7891
PH001029,W01283,2024-09-13,16.29674,87.5278,cd902fdea05e094f
PH001030,W01284,2024-04-07,16.42081,87.49762,12eb44a0d176f9b6
PH001031,W01285,2026-08-30,16.37892,87.65452,7434b3edbbd85103
PH001032,W01286,2023-08-19,27.98426,83.30969,079f211a326cec73
PH001033,W01288,2025-09-27,29.57597,86.40178,01809a10224612b7
PH001034,W01289,2025-08-14,17.42316,83.0614,1d67b912bdad567f
PH001035,W01290,2024-12-10,29.5928,86.33826,558408b4888d0ce6
PH001036,W01291,2025-01-12,23.3008,73.12289,0b59e897b909baf8
PH001037,W01292,2026-01-27,23.24001,72.92011,91186ab560a89620
PH001038,W01293,2025-07-26,26.38527,84.47433,718ed6d67bb6828e
PH001039,W01294,2024-11-23,27.9089,83.29619,a5089975accfe46a
PH001040,W01296,2024-01-15,27.7301,83.07749,15bcc0a2f86ac023
PH001041,W01297,2025-10-06,27.886098891467274,84.92771488126878,91855f3c70f93623
PH001042,W01298,2025-11-14,21.5725,75.63299,1f7b84f31fb8e682
PH001043,W01299,2024-09-04,29.66949,86.27633,9e7781fe9d1190a1
PH001044,W01301,2025-03-29,16.47136,87.51374,7deccd559af5379b
PH001045,W01302,2024-12-20,26.54298,84.69448,0ddbacdf5ecc8bae
PH001046,W01303,2026-05-20,29.61921,86.33567,7a193d35447c3170
PH001047,W01305,2023-08-21,16.39211,87.75939,fd72f7d7ca8cca31
PH001048,W01306,2024-11-20,17.3417,82.92431,0d0924d0fbd1cc66
PH001049,W01307,2026-02-13,24.57065,85.03594,204cb6aee0a6e01f
PH001050,W01308,2026-08-17,23.41755,73.16093,87133f9013c948d2
PH001051,W01309,2025-11-23,27.4096,82.20804,232cd037c83b9c06
PH001052,W01311,2024-01-11,21.95905,72.56723,9db473f45c07cccb
PH001053,W01312,2026-03-26,29.48455,86.22223,d235daaf3133f414
PH001054,W01313,2026-08-27,16.52284,87.75375,7dc5cdcba60cc06f
PH001055,W01314,2026-03-13,27.81671,83.11945,2d947767f9a2960a
PH001056,W01315,2026-03-12,29.62816,86.36099,d6300326d87ae382
PH001057,W01316,2025-06-28,17.02311,79.14853,2aedad26689ce119
PH001058,W01317,2026-07-10,21.98325,72.56301,0cde631956bc2017
PH001059,W01319,2024-11-28,27.92139,83.22854,59fa0aedd1d58bf2
PH001060,W01321,2024-09-24,24.65545,85.07103,11fd2f452024157c
PH001061,W01323,2025-10-16,16.39587,87.60871,77b6d391e85ce151
PH001062,W01325,2025-02-03,21.7548,75.65427,dd2fcd60a34536e0
PH001063,W01326,2024-09-23,23.40508,73.03864,f3e554117b167875
PH001064,W01328,2026-09-01,27.37607,82.12399,68112411e88cb3a9
PH001065,W01329,2026-06-05,23.31568,73.03655,9fb3c93c91cc96c6
PH001066,W01330,2026-08-15,27.31295,82.05486,3867c5cd0b12ba75
PH001067,W01331,2025-02-22,24.56785,85.10631,12ee465cd605e05a
PH001068,W01332,2026-05-04,24.73456,85.30295,51fc3bc582c0f034
PH001069,W01333,2025-07-12,16.4626,87.67761,1c91db1cde7e3100
PH001070,W01335,2025-05-15,21.67974,75.67743,e95a2c2055c5fd54
PH001071,W01336,2025-05-23,17.16909,82.9136,03316f4602248c45
PH001072,W01337,2025-10-30,17.34661,82.84086,3687a941b1fd6a54
PH001073,W01338,2026-02-21,23.41124,73.1344,02eb3d9c7926fad4
PH001074,W01339,2025-07-28,21.55124,75.70557,1234e92a4ba30344
PH001075,W01340,2025-03-29,17.42725,82.90961,97c23fbcfae98eeb
PH001076,W01341,2023-12-13,27.80985,83.28669,22f0730351ffbc30
PH001077,W01342,2025-08-01,16.54846,87.48901,b3778a2d47e04997
PH001078,W01343,2025-04-13,23.31122,73.06272,d29b4495d921d78e
PH001079,W01344,2026-06-06,21.88958,72.6814,1487cacfc340c5ce
PH001080,W01346,2026-04-04,21.89183,72.84151,2d93d29ebf3bb562
PH001081,W01348,2024-02-03,29.59318,86.41115,1d6d5a26aeb5962f
PH001082,W01349,2025-10-22,16.89619,79.15656,d87b99255caac8b6
PH001083,W01350,2026-08-12,27.30638,82.01742,274cc8f80dbbb5bc
PH001084,W01351,2025-11-29,21.9609,72.75567,9087eaccacb6fc6f
PH001085,W01352,2026-05-02,16.3276,87.73916,3e761b8b160cda07
PH001086,W01354,2026-03-18,20.47666,86.87248,cc719ec504a28f53
PH001087,W01355,2024-08-29,17.01167,79.33138,b80359f299a6f749
PH001088,W01356,2026-04-25,17.34676,82.97784,3130b9fdf0289073
PH001089,W01357,2024-05-23,21.85607,72.59388,97cfbeed29157a90
PH001090,W01358,2025-09-20,29.66675,86.22033,efc20d4f3cfacf1f
PH001091,W01359,2026-05-10,23.43241,73.14319,4c47287b9bf9db90
PH001092,W01360,2024-06-21,27.99513,83.19505,2e68fc78de3fb273
PH001093,W01361,2025-06-16,29.60165,86.30553,af117af170c199fd
PH001094,W01364,2026-06-21,26.69336,75.11561,66c950466d9b09a5
PH001095,W01365,2024-06-23,16.4631,87.47052,a159b4d7d31da60c
PH001096,W01366,2023-11-01,26.42431,84.63017,81ee355d5f49c4fb
PH001097,W01367,2024-12-27,26.46251,84.44805,54e25332cb99014b
PH001098,W01368,2024-09-23,16.99167,79.14017,b8c84c4967e20ad4
PH001099,W01369,2025-12-02,27.34811,82.113,d13b3546ea89e9c1
PH001100,W01370,2026-03-05,23.38802,73.16225,9b3aaea2f0582e05
PH001101,W01371,2024-10-20,27.39139,82.0,846ca2e7ad52c1aa
PH001102,W01372,2025-08-31,21.71409,75.62486,2d853a5d52e910ce
PH001103,W01373,2026-06-03,17.42952,82.97025,19da4f890016b465
PH001104,W01374,2024-09-23,27.92218,83.18733,b0b7d6eae1d686bd
PH001105,W01376,2024-03-21,21.91581,72.68806,a5b782e350ec3540
PH001106,W01377,2024-03-23,22.10829,72.78639,c9d111c5902bc630
PH001107,W01378,2024-04-04,29.43505,86.3565,30cfdb11fc2adb73
PH001108,W01379,2024-01-08,27.46204,82.13762,c3d760870309db24
PH001109,W01380,2025-11-27,27.44766,82.23557,658cd5af7fa06f2c
